tipo_inmueble,finalidad,estado_inmueble,Ciudad,ubicacion_asociada,area m²,habitaciones,baños,precio,estrato,antigüedad,administración,comodidades,descripcion,contacto,codigo,vendedor,link_venta,link_image,error,latitud,longitud
Casa,venta,Usado,Tunja,,160,5,2,250000000,3,30,,", Baño Auxiliar, , Cocina Integral, , Cuarto de servicio, , Despensa, , Estudio, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Residencial, Descripción, EN VENTA CASA BARRIO EL CONSUELO.  Área: 160m2. Consta de sala, comedor, cocina integral, patio de ropas, baño social, estudio,  5 habitaciones, baño, amplia terraza.  Valor: ($250.000.000), Código Fincaraíz:, 10751291, Consultar, INMOBILIARIA Y CONSTRUCTORA 2 MIL, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","EN VENTA CASA BARRIO EL CONSUELO.  Área: 160m2. Consta de sala, comedor, cocina integral, patio de ropas, baño social, estudio,  5 habitaciones, baño, amplia terraza.  Valor: ($250.000.000)",,10751291,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/10751291,,,,
Apartamento,venta,Usado,Tunja,,90,3,2,450000000,5,15,,", Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Citófono, , Cocina Integral, , Portería / Recepción, , Salón Comunal, , Sauna / Turco / Jacuzzi, , Supermercados / C.Comerciales, , Terraza, , Trans. Público cercano","En VENTA ESPECTACULAR APARTAMENTO, ubicado en excelente zona de la ciudad. Este lindo apartamento consta de tres habitaciones, dos baños, cocina integral, sala comedor con balcón, zona de ropas y parqueadero. Esta ubicado en un sexto piso. Cuenta con lindas y cómodas zonas comunes perfectas para el descanso familiar.",,192238371,Inmobiliaria Eskala,https://www.fincaraiz.com.co/apartamento-en-venta/192238371,,,,
Apartamento,venta,Usado,Tunja,,126,3,3,550000000,5,30,,", Ascensor, , Baño Auxiliar, , Calentador, , Circuito cerrado de TV, , Citófono, , Cocina Integral, , Jardín, , Loft, , Parques cercanos, , Portería / Recepción, , Salón Comunal, , Supermercados / C.Comerciales","EN VENTA HERMOSO APARTAMENTO,  Área: 126 mt2 + parqueadero,  cuenta con sala,  comedor,  cocina integral,  zona de lavandería,  baño auxiliar,  3 habitaciones,  habitación ppal con baño..",,7792682,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta-en-mesopotamia-tunja/7792682,,,,
Casa,venta,Usado,Tunja,Jorge Eliécer Gaitán,286,4,6,1100000000,4,30,,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Cuarto de Servicio, , Sobre vía principal, Descripción, VENDO CASA SOBRE VIA PRINCIPAL - AL LADO DE LA GLORIETA,  EXCELENTE UBICACION,  PARA OFICINAS,  ENTIDAD FINANCIERA,  COMERCIAL,  TAMBIEN PARA CONSTRUCCION DE 5 PISOS Y COMERCIO; LA CASA CONSTA DE DOS GARAJES,  CUARTO DE SERVICIO CON BAÑO PRIVADO,  BAÑO SOCIAL,  COCINA INTEGRAL,  PATIO DE ROPAS,  SALA Y COMEDOR,  CHIMENEA,  JARDIN,  SOLAR,  TRES ALCOBAS CON BAÑO PRIVADO,  BAÑO AUXILIAR,  DOS ESTUDIOS.., Código Fincaraíz:, 7208735, Consultar, Inmobiliaria Fenix, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","VENDO CASA SOBRE VIA PRINCIPAL - AL LADO DE LA GLORIETA,  EXCELENTE UBICACION,  PARA OFICINAS,  ENTIDAD FINANCIERA,  COMERCIAL,  TAMBIEN PARA CONSTRUCCION DE 5 PISOS Y COMERCIO; LA CASA CONSTA DE DOS GARAJES,  CUARTO DE SERVICIO CON BAÑO PRIVADO,  BAÑO SOCIAL,  COCINA INTEGRAL,  PATIO DE ROPAS,  SALA Y COMEDOR,  CHIMENEA,  JARDIN,  SOLAR,  TRES ALCOBAS CON BAÑO PRIVADO,  BAÑO AUXILIAR,  DOS ESTUDIOS..",,7208735,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-en-venta-en-maldonado-tunja/7208735,,,,
Casa,venta,Usado,Tunja,Las Quintas,156,4,3,530000000,5,15,,", Canchas Deportivas, , Cerca centro comercial, , Closet, , Cocina Integral, , Instalación de gas, , Trans. Público cercano, , Vista panorámica, Descripción, Atos Inmobiliaria vende casa en el barrio Las Quintas. La propiedad consta de dos niveles: en el primero encontrarás sala, comedor, cocina integral, baño social, zona de ropas y garaje. En el segundo nivel dispone de cuatro habitaciones y dos baños, brindando comodidad y espacio para toda la familia. No lo dudes más y agenda tu cita. Esta es la oportunidad ideal para adquirir tu nuevo hogar., Código Fincaraíz:, 192054541, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria vende casa en el barrio Las Quintas. La propiedad consta de dos niveles: en el primero encontrarás sala, comedor, cocina integral, baño social, zona de ropas y garaje. En el segundo nivel dispone de cuatro habitaciones y dos baños, brindando comodidad y espacio para toda la familia. No lo dudes más y agenda tu cita. Esta es la oportunidad ideal para adquirir tu nuevo hogar.",,192054541,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/192054541,,,5.5532120,-73.3491782
Apartamento,venta,Usado,Tunja,Villa Olímpica,200,3,5,850000000,5,8,,", Ascensor, , Balcón, , Baño Auxiliar, , Calentador, , Chimenea, , Circuito cerrado de TV, , Instalación de gas, , Oficina de negocios, , Parqueadero Visitantes, , Parques cercanos, , Piscina, , Portería / Recepción","EN VENTA HERMOSO APARTAMENTO, ubicado en el Sector del cc Boulevard, tiene 2 parqueaderos y deposito. El apartamento consta de sala, comedor, cocina integral, zona de lavandería, cuarto de servicio con baño, estudio,  3 habitaciones, cada una con baño privado.",,10060008,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/10060008,,,5.5412051,-73.3519859
Casa,venta,Usado,Tunja,,49,2,2,145000000,2,8,2 Habs.,", Calentador, , Cocina Integral, , Instalación de gas, Descripción, Atos Inmobiliaria Vende Apartamento en el Sur de Tunja",Atos Inmobiliaria Vende Apartamento en el Sur de Tunja,,191601871,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191601871,,,,
Casa,venta,Usado,Tunja,,4500,3,3,1750000000,3,8,,", Cerca de Zona Urbana, , Chimenea, , Cocina Equipada, , Garaje / Parqueadero(s), , Parques cercanos, , Portería / Vigilancia, , Servicio de Internet, , Servicios Públicos, , Sobre vía principal, , Trans. Público cercano, , Zona de BBQ, , Zona de Camping","Espectacular casa campestre,  amplias zonas verdes,  nacimiento de agua,  dos salones amplios para eventos. CASA: Consta de tres alcobas,  tres baños,  zona de estudio,  cocina industrial amplia,  sala comedor,  bodega. Dos salas exteriores.  Circuito cerrado de cámaras. Zona BBQ Amplia zona de parqueaderos. Area del lote 4500m2.",,5478729,Inmobiliaria Fenix,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-la-maria-tunja/5478729,,,,
Casa,venta,Usado,Tunja,La Esperanza,140,4,3,280000000,3,30,,", Baño Auxiliar, , Cocina Integral, , Colegios / Universidades, , Estudio, , Instalación de gas, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Zona Residencial, Descripción, Casa esquinera en La Fuente etapa 1, de dos pisos, con 4 habitaciones, 3 baños, sala comedor, cocina, zona de ropas, amplios espacios, en un sector muy tranquilo, rodeado de parques, transporte publico., Código Fincaraíz:, 191968672, Consultar, GRUPO EMPRESARIAL KASA MODERNA SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Casa esquinera en La Fuente etapa 1, de dos pisos, con 4 habitaciones, 3 baños, sala comedor, cocina, zona de ropas, amplios espacios, en un sector muy tranquilo, rodeado de parques, transporte publico.",,191968672,GRUPO EMPRESARIAL KASA MODERNA SAS,https://www.fincaraiz.com.co/casa-en-venta/191968672,,,5.5307334,-73.4130777
Apartamento,venta,Usado,Tunja,,52,2,2,197000000,4,1,2 Habs.,", Ascensor, , Colegios / Universidades, , En conjunto cerrado, , Planta Eléctrica, , Portería / Recepción, , Trans. Público cercano, , Vigilancia, , Zona Residencial, Descripción, VENDO APARTAMENTO SOBRE AVENIDA UNIVERSITARIA EN OBRA GRIS, al frente del centro comercial viva y corona, cerca al campus de la Santo Tomas.","VENDO APARTAMENTO SOBRE AVENIDA UNIVERSITARIA EN OBRA GRIS, al frente del centro comercial viva y corona, cerca al campus de la Santo Tomas.",,191889932,ELITE LG INMOBILIARIA,https://www.fincaraiz.com.co/apartamento-en-venta/191889932,,,,
Apartamento,venta,Usado,Tunja,Las Nieves,60,2,2,230000000,4,15,2 Habs.,", Ascensor, , Baño Auxiliar, , Citófono, , Cocina Integral, , Colegios / Universidades, , En conjunto cerrado, , Portería / Recepción, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona Comercial","INMOBILIARIA 2 MIL VENDE APARTAMENTO. Ubicado a 5 minutos del centro histórico de la ciudad de Tunja. Área: 60+parqueadero. Consta de sala, comedor, cocina integral, zona de lavandería independiente, baño social, alcoba auxiliar y habitación principal con baño. Valor: 230.000.000. El conjunto cuenta con salón social, parque infantil, vigilancia 24/7, circuito de vigilancia.",,191054958,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/apartamento-en-venta/191054958,,,5.5384229,-73.3592951
Casa,venta,Usado,Tunja,Las Quintas,146,3,3,460000000,5,15,,", Baño Auxiliar, , Calentador, , Cocina Integral, , Colegios / Universidades, , Garaje(s), , Instalación de gas, , Sobre vía principal, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona Comercial, , Zona de lavandería","INMOBILIARIA 2 MIL VENDE CASA, Ubicada en el barrio Remansos de Santa Inés, Área Construida: 146 mts2 Consta de: 1°er Nivel: Sala, Comedor, Cocina integral, Baño social, Zona de lavandería independiente, parqueadero cubierto. 2° Nivel: 3 habitaciones, 2 baños, Estudio o star de TV. Valor: 460.000.000",,192350002,INMOBILIARIA Y CONSTRUCTORA 2 MIL,https://www.fincaraiz.com.co/casa-en-venta/192350002,,,5.5532120,-73.3491782
Casa,venta,Usado,Tunja,Las Quintas,144,4,4,480000000,5,15,,", Acceso Pavimentado, , Balcón, , Baño Auxiliar, , Baño Independiente, , Calentador, , Cancha de Baloncesto, , Comedor auxiliar, , Depósito / Bodega, , Estudio, , Garaje(s), , Instalación de gas, , Parques cercanos","Código: 898FR9115 Venta de espectacular casa en una de las zonas más cotizadas de la ciudad, ubicado a pocas cuadras de la universidad Santo Tomas, Centro Comercial Unicentro, Centro Comercial Viva, Campus Uniboyaca, Clínica Cancerológica, Colegio San Viator, con fácil acceso de transporte público; consta de cuatro alcobas con closet y balcón, la principal con baño privado, tres baños sociales, cocina integral, sala-comedor con chimenea, zona de lavandería y Garaje con puerta eléctrica.",,192263369,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192263369,,,5.5532120,-73.3491782
Casa,venta,Usado,Tunja,,78,3,1,230000000,2,30,,", Acceso Pavimentado, , Baño Auxiliar, , Cerca de Zona Urbana, , Cochera, , Cocina Equipada, , Colegios / Universidades, , Garaje(s), , Instalación de gas, , Parques cercanos, , Piso en Baldosa /  Mármol, , Trans. Público cercano, , Zona de lavandería","Código: 8989FR113 Excelente oportunidad de adquirir casa lote esquinera en la ciudad de Tunja, con fácil acceso de transporte público; la casa consta de tres alcobas, baño, cocina, sala-comedor, zona de lavandería y un amplio lote cubierto de aproximadamente nueve de frente por nueve de fondo, servicios públicos de agua, luz y gas.",,192263367,Casa 360,https://www.fincaraiz.com.co/casa-en-venta-en-tunja/192263367,,,,
Casa,venta,Usado,Tunja,San Rafael,120,3,3,409700000,3,1,,,"Atos Inmobiliaria vende una casa esquinera para estrenar en el norte de la ciudad de Tunja, ubicada en el barrio Colinas del Norte. Esta propiedad está cerca de la vía nacional de Tunja a Bucaramanga, el barrio San Rafael, el Colegio Normal Femenina y la UPTC.",,191718130,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/casa-en-venta/191718130,,,5.5404943,-73.3612242
Apartamento,venta,Usado,Tunja,Santa Inés,115,3,3,410000000,5,8,3 Habs.,", Acceso Pavimentado, , Asador, , Ascensor, , Balcón, , Baño Auxiliar, , Baño Independiente, , Hall de Alcobas, , Instalación de gas, , Parqueadero Visitantes, , Parques cercanos, , Piscina, , Piso en Baldosa /  Mármol","Se vende apartamento en el exclusivo edificio Terrazas Club House, ubicado en una de las mejores zonas residenciales de la ciudad. Disfruta de una vida llena de comodidades y entretenimiento en este conjunto residencial de alta calidad.",,191826889,INMOBILIARIA LOS LANCEROS,https://www.fincaraiz.com.co/apartamento-en-venta/191826889,,,5.5493892,-73.3510038
Apartamento,venta,Usado,Tunja,La Florida,63,3,2,195000000,3,8,,", Zona Residencial, Descripción, Vendo 4 modernos y exclusivos apartamentos ubicados en el conjunto residencia Nogales de la Florida, cada uno de ellos cuenta con 63.32M2, 3 alcobas, 2 baños, uno de ellos terminado, sala comedor y Zona de ropas. Se entrega sin piso.","Vendo 4 modernos y exclusivos apartamentos ubicados en el conjunto residencia Nogales de la Florida, cada uno de ellos cuenta con 63.32M2, 3 alcobas, 2 baños, uno de ellos terminado, sala comedor y Zona de ropas. Se entrega sin piso.",,191925710,Inmobiliaria Fenix,https://www.fincaraiz.com.co/apartamento-en-venta/191925710,,,5.5139550,-73.3672258
Apartamento,venta,Usado,Tunja,,61,3,2,200000000,3,1,,", Ascensor, , Citófono, , Salón Comunal, , Zona Residencial, , Área Urbana, Descripción, Atos Inmobiliaria te presenta en venta un apartamento en obra gris, ideal para personalizar a tu gusto. Con 3 amplias habitaciones, 2 baños, espaciosa sala-comedor, zona de ropas, estudio y cocina. Una excelente oportunidad para invertir y diseñar tu hogar según tus preferencias. ¡Hazlo tuyo y crea el espacio perfecto!, Código Fincaraíz:, 191865431, Consultar, ATOS Inmobiliaria SAS, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Atos Inmobiliaria te presenta en venta un apartamento en obra gris, ideal para personalizar a tu gusto. Con 3 amplias habitaciones, 2 baños, espaciosa sala-comedor, zona de ropas, estudio y cocina. Una excelente oportunidad para invertir y diseñar tu hogar según tus preferencias. ¡Hazlo tuyo y crea el espacio perfecto!",,191865431,ATOS Inmobiliaria SAS,https://www.fincaraiz.com.co/apartamento-en-venta/191865431,,,,
Casa,venta,Usado,Tunja,Las Quintas,211,4,3,550000000,4,8,,", Alarma, , Balcón, , Calentador, , Chimenea, , Cocina Integral, , Colegios / Universidades, , Estudio, , Parques cercanos, , Supermercados / C.Comerciales, , Trans. Público cercano, , Vigilancia, , Zona Comercial","hermosa casa de 211m2 , ideal para tu familia, con un total de 4 habitaciones y 3 baños, además de un garaje, cocina integral y estudio, ofrece todo lo necesario para una vida cómoda y funcional. Los excelentes acabados y la buena iluminación convierten cada espacio en un rincón acogedor, perfecto para compartir momentos inolvidables. Ubicada estratégicamente al norte de la ciudad, esta propiedad está lista para convertirse en tu nuevo hogar. ¡No dejes pasar esta oportunidad única!",,191069897,ENTORNO URBANO,https://www.fincaraiz.com.co/casa-en-venta/191069897,,,5.5532120,-73.3491782
Casa,venta,Usado,Tunja,,594,5,2,3060000000,3,15,,", Cerca centro comercial, , Cocina Integral, , Terraza, , Trans. Público cercano, , Vista panorámica, , Zona de BBQ, Descripción, Se Venden Dos Casas Campestres en Villa de Leyva con un área de lote 360 m² y 234 m², La primera casa cuenta con 360 m² de área construida consta de sala, comedor, dos habitaciones, un baño, cocina integral a gas, estudio, deposito, tres garajes, dos patios amplios, zona de ropas, muy buenos acabados con espacios amplios y zonas verdes libres. La segunda casa con 234 m² de área construida consta de sala, comedor, cocina integral a gas, estudio, dos habitaciones, un baño, zona de ropas, BBQ, dos patios. Las casas están conectadas por un jardín privado amplio de 308 m². Ubicada en Villa de Leyva sobre Calle empredada donde podrás disfrutar y compartir con tu familia de la tranquilidad y confort de Villa de Leyva., Código Fincaraíz:, 191855537, Consultar, Inter negocios, Completa tus datos para habilitar los medios de contacto, +57, Aceptas nuestros","Se Venden Dos Casas Campestres en Villa de Leyva con un área de lote 360 m² y 234 m², La primera casa cuenta con 360 m² de área construida consta de sala, comedor, dos habitaciones, un baño, cocina integral a gas, estudio, deposito, tres garajes, dos patios amplios, zona de ropas, muy buenos acabados con espacios amplios y zonas verdes libres. La segunda casa con 234 m² de área construida consta de sala, comedor, cocina integral a gas, estudio, dos habitaciones, un baño, zona de ropas, BBQ, dos patios. Las casas están conectadas por un jardín privado amplio de 308 m². Ubicada en Villa de Leyva sobre Calle empredada donde podrás disfrutar y compartir con tu familia de la tranquilidad y confort de Villa de Leyva.",,191855537,Inter negocios,https://www.fincaraiz.com.co/casa-campestre-en-venta/191855537,,,,
